序号,sector,pct_change,main_net_inflow,main_net_inflow_pct,super_large_net,今日超大单净流入-净占比,large_net,今日大单净流入-净占比,medium_net,今日中单净流入-净占比,small_net,今日小单净流入-净占比,今日主力净流入最大股,fetch_time
379,中药Ⅲ,-1.53,-681946960.0,-6.45,-343106624.0,-3.25,-338840336.0,-3.21,342780720.0,3.24,341203792.0,3.23,吉林敖东,2026-05-12 14:34:25
380,航运,-1.59,-691907904.0,-9.64,-406426992.0,-5.66,-285480912.0,-3.98,155540208.0,2.17,516251616.0,7.19,锦江航运,2026-05-12 14:34:25
381,风电零部件,-1.17,-696363008.0,-5.17,-727817440.0,-5.41,31454432.0,0.23,262970784.0,1.95,475497472.0,3.53,泰胜风能,2026-05-12 14:34:25
382,环保设备Ⅱ,-1.15,-701590768.0,-6.8,-579734608.0,-5.62,-121856160.0,-1.18,231928144.0,2.25,469931664.0,4.56,中材节能,2026-05-12 14:34:25
383,环保设备Ⅲ,-1.15,-701590768.0,-6.8,-579734608.0,-5.62,-121856160.0,-1.18,231928144.0,2.25,469931664.0,4.56,中材节能,2026-05-12 14:34:25
384,疫苗,-2.86,-709412656.0,-10.13,-248287168.0,-3.55,-461125488.0,-6.58,217873200.0,3.11,478433216.0,6.83,欧林生物,2026-05-12 14:34:25
385,环境治理,-0.94,-711648928.0,-4.05,-381184496.0,-2.17,-330464432.0,-1.88,194716928.0,1.11,514089984.0,2.92,旺能环境,2026-05-12 14:34:25
386,其他化学制品,-1.55,-714633584.0,-5.0,-371545472.0,-2.6,-343088112.0,-2.4,138190336.0,0.97,552117760.0,3.86,赞宇科技,2026-05-12 14:34:25
387,逆变器,-1.94,-734927456.0,-5.4,-364281440.0,-2.68,-370646016.0,-2.73,352259328.0,2.59,382707040.0,2.81,艾罗能源,2026-05-12 14:34:25
388,医疗器械,-1.72,-744535760.0,-3.11,-350248144.0,-1.46,-394287616.0,-1.65,234415104.0,0.98,452769280.0,1.89,海泰新光,2026-05-12 14:34:25
389,燃气Ⅲ,-1.73,-761657792.0,-10.37,-435019088.0,-5.92,-326638704.0,-4.45,139766240.0,1.9,615473984.0,8.38,胜通能源,2026-05-12 14:34:25
390,燃气Ⅱ,-1.73,-761657792.0,-10.37,-435019088.0,-5.92,-326638704.0,-4.45,139766240.0,1.9,615473984.0,8.38,胜通能源,2026-05-12 14:34:25
391,其他金属新材料,-1.33,-763937536.0,-8.02,-423788336.0,-4.45,-340149200.0,-3.57,128423584.0,1.35,581332048.0,6.1,博威合金,2026-05-12 14:34:25
392,生猪养殖,-3.02,-767949424.0,-13.05,-657696224.0,-11.18,-110253200.0,-1.87,281920000.0,4.79,486029424.0,8.26,东瑞股份,2026-05-12 14:34:25
393,航运港口,-0.95,-768080368.0,-7.53,-478009552.0,-4.69,-290070816.0,-2.84,178967728.0,1.76,569126896.0,5.58,锦江航运,2026-05-12 14:34:25
394,合成树脂,-1.54,-770223600.0,-10.43,-209117536.0,-2.83,-561106064.0,-7.6,-72608960.0,-0.98,842818448.0,11.42,上纬新材,2026-05-12 14:34:25
395,板材,-1.72,-785331120.0,-12.36,-384819600.0,-6.06,-400511520.0,-6.31,294635408.0,4.64,490702288.0,7.73,宝钢股份,2026-05-12 14:34:25
396,包装印刷,-0.58,-785471328.0,-6.4,-357959744.0,-2.92,-427511584.0,-3.48,-42249232.0,-0.34,846529680.0,6.9,金富科技,2026-05-12 14:34:25
397,煤炭,-1.14,-788465600.0,-8.67,-319941088.0,-3.52,-468524512.0,-5.15,113717008.0,1.25,674686096.0,7.42,中国神华,2026-05-12 14:34:25
398,普钢,-1.54,-798415696.0,-11.57,-393243552.0,-5.7,-405172144.0,-5.87,300293936.0,4.35,498123328.0,7.22,宝钢股份,2026-05-12 14:34:25
399,铅锌,-1.82,-801877184.0,-5.25,-568433184.0,-3.72,-233444000.0,-1.53,210574080.0,1.38,589598752.0,3.86,豫光金铅,2026-05-12 14:34:25
400,化学原料,-1.52,-802307072.0,-3.66,-412326656.0,-1.88,-389980416.0,-1.78,191678208.0,0.87,598566656.0,2.73,卫星化学,2026-05-12 14:34:25
401,一般零售,-1.95,-814394000.0,-10.5,-391562528.0,-5.05,-422831472.0,-5.45,272604704.0,3.52,541725872.0,6.99,锦和商管,2026-05-12 14:34:25
402,养殖业,-2.43,-841850864.0,-11.88,-688519392.0,-9.71,-153331472.0,-2.16,341703472.0,4.82,500147408.0,7.06,东瑞股份,2026-05-12 14:34:25
403,游戏Ⅱ,-1.49,-851422976.0,-5.9,-387271152.0,-2.68,-464151824.0,-3.21,-69981952.0,-0.48,921405024.0,6.38,顺网科技,2026-05-12 14:34:25
404,游戏Ⅲ,-1.49,-851422976.0,-5.9,-387271152.0,-2.68,-464151824.0,-3.21,-69981952.0,-0.48,921405024.0,6.38,顺网科技,2026-05-12 14:34:25
405,氟化工,-2.05,-854250432.0,-10.89,-548626064.0,-6.99,-305624368.0,-3.9,-51187424.0,-0.65,905434112.0,11.54,ST联创,2026-05-12 14:34:25
406,综合电力设备商,-1.9,-902630160.0,-13.17,-830700912.0,-12.12,-71929248.0,-1.05,377636864.0,5.51,524997344.0,7.66,东方电气,2026-05-12 14:34:25
407,其他专用设备,-0.64,-919727360.0,-2.73,-456861696.0,-1.36,-462865664.0,-1.37,-152814848.0,-0.45,1037347584.0,3.08,芯碁微装,2026-05-12 14:34:25
408,光学元件,0.18,-955058432.0,-3.54,-501075200.0,-1.85,-453983232.0,-1.68,360252928.0,1.33,509996032.0,1.89,茂莱光学,2026-05-12 14:34:25
409,风电整机,-2.9,-958396112.0,-13.37,-504574400.0,-7.04,-453821712.0,-6.33,53004560.0,0.74,905399552.0,12.63,电气风电,2026-05-12 14:34:25
410,钢铁,-1.45,-966230112.0,-7.8,-464242816.0,-3.75,-501987296.0,-4.05,312692096.0,2.52,653536304.0,5.28,大中矿业,2026-05-12 14:34:25
411,电动乘用车,-1.69,-966767280.0,-17.33,-664519360.0,-11.91,-302247920.0,-5.42,358330352.0,6.42,608428208.0,10.9,北汽蓝谷,2026-05-12 14:34:25
412,航海装备Ⅲ,-2.38,-980332976.0,-10.79,-849493264.0,-9.35,-130839712.0,-1.44,95871440.0,1.06,884493920.0,9.74,中国海防,2026-05-12 14:34:25
413,航海装备Ⅱ,-2.38,-980332976.0,-10.79,-849493264.0,-9.35,-130839712.0,-1.44,95871440.0,1.06,884493920.0,9.74,中国海防,2026-05-12 14:34:25
414,安防设备,-0.18,-1032389024.0,-12.95,-568746880.0,-7.13,-463642144.0,-5.82,315278864.0,3.95,714176976.0,8.96,汉邦高科,2026-05-12 14:34:25
415,工控设备,-1.21,-1064881120.0,-6.51,-614159264.0,-3.75,-450721856.0,-2.75,37020160.0,0.23,995845792.0,6.08,快克智能,2026-05-12 14:34:25
